id,timestamp,hostname,interface,description,bandwidth,mtu,input_policy,output_policy,vrf,primary_ipv4_address,primary_ipv4_mask,secondary_ipv4_address,ipv6_address,encapsulation,vlan,modified_by_id
64221,2021-05-21 05:01:11.863221,SPC00E67CIBE002,Bundle-Ether60000.484,IPR6040_EXTPI,,,Ingress-ASBR-CB-Policy_DSCP,,IPR6040_EXTPI,10.205.217.13,255.255.255.252,,,dot1q,484,1
64222,2021-05-21 05:01:11.863262,SPC00E67CIBE002,Bundle-Ether60000.485,IPR6043_ROXAS,,,Ingress-ASBR-CB-Policy_DSCP,,IPR6043_ROXAS,10.205.217.13,255.255.255.252,,,dot1q,485,1
64223,2021-05-21 05:01:11.863301,SPC00E67CIBE002,Bundle-Ether60000.486,IPR6045_NBCCTC,,,Ingress-ASBR-CB-Policy_DSCP,,IPR6045_NBCCTC,10.205.217.13,255.255.255.252,,,dot1q,486,1
64224,2021-05-21 05:01:11.863341,SPC00E67CIBE002,Bundle-Ether60000.487,IPR6048_VTECH,,,Ingress-ASBR-CB-Policy_DSCP,,IPR6048_VTECH,10.205.217.13,255.255.255.252,,,dot1q,487,1
64225,2021-05-21 05:01:11.863380,SPC00E67CIBE002,Bundle-Ether60000.488,IPR6067_IONE,,,Ingress-ASBR-CB-Policy_DSCP,,IPR6067_IONE,10.205.217.13,255.255.255.252,,,dot1q,488,1
64226,2021-05-21 05:01:11.863419,SPC00E67CIBE002,Bundle-Ether60000.489,IPR6101_UNION,,,Ingress-ASBR-CB-Policy_DSCP,,IPR6101_UNION,10.205.217.13,255.255.255.252,,,dot1q,489,1
64227,2021-05-21 05:01:11.863459,SPC00E67CIBE002,Bundle-Ether60000.490,IPR6124_PRITECH,,,Ingress-ASBR-CB-Policy_DSCP,,IPR6124_PRITECH,10.205.217.13,255.255.255.252,,,dot1q,490,1
64228,2021-05-21 05:01:11.863499,SPC00E67CIBE002,Bundle-Ether60000.491,IPR6125_FUJIELC,,,Ingress-ASBR-CB-Policy_DSCP,,IPR6125_FUJIELC,10.205.217.13,255.255.255.252,,,dot1q,491,1
64229,2021-05-21 05:01:11.863540,SPC00E67CIBE002,Bundle-Ether60000.492,IPR6140_AYALA_AWS,,,Ingress-ASBR-CB-Policy_DSCP,,IPR6140_AYALA_AWS,10.205.217.13,255.255.255.252,,,dot1q,492,1
64230,2021-05-21 05:01:11.863580,SPC00E67CIBE002,Bundle-Ether60000.493,IPR7381_PLNETC,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7381_PLNETC,10.205.217.13,255.255.255.252,,,dot1q,493,1
64231,2021-05-21 05:01:11.863621,SPC00E67CIBE002,Bundle-Ether60000.494,IPR7910_SANDEN,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7910_SANDEN,10.205.217.13,255.255.255.252,,,dot1q,494,1
64232,2021-05-21 05:01:11.863661,SPC00E67CIBE002,Bundle-Ether60000.495,IPR8226_SHINMAG,,,Ingress-ASBR-CB-Policy_DSCP,,IPR8226_SHINMAG,10.205.217.13,255.255.255.252,,,dot1q,495,1
64233,2021-05-21 05:01:11.863702,SPC00E67CIBE002,Bundle-Ether60000.496,IPR8232_MDSTPRK,,,Ingress-ASBR-CB-Policy_DSCP,,IPR8232_MDSTPRK,10.205.217.13,255.255.255.252,,,dot1q,496,1
64234,2021-05-21 05:01:11.863742,SPC00E67CIBE002,Bundle-Ether60000.497,IPR3959_CSBI,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3959_CSBI,10.205.217.13,255.255.255.252,,,dot1q,497,1
64235,2021-05-21 05:01:11.863782,SPC00E67CIBE002,Bundle-Ether60000.498,IPR7699_EWICPHI,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7699_EWICPHI,10.205.217.13,255.255.255.252,,,dot1q,498,1
64236,2021-05-21 05:01:11.863821,SPC00E67CIBE002,Bundle-Ether60000.499,IPR7844_FETMSOL,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7844_FETMSOL,10.205.217.13,255.255.255.252,,,dot1q,499,1
64237,2021-05-21 05:01:11.863861,SPC00E67CIBE002,Bundle-Ether60000.500,IPR3178_CEBU-P,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3178_CEBU-P,10.205.217.13,255.255.255.252,,,dot1q,500,1
64238,2021-05-21 05:01:11.863901,SPC00E67CIBE002,Bundle-Ether60000.501,IPR5205_PAGASA,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5205_PAGASA,10.205.217.13,255.255.255.252,,,dot1q,501,1
64239,2021-05-21 05:01:11.863941,SPC00E67CIBE002,Bundle-Ether60000.502,IPR8136_ROYCEMC,,,Ingress-ASBR-CB-Policy_DSCP,,IPR8136_ROYCEMC,10.205.217.13,255.255.255.252,,,dot1q,502,1
64240,2021-05-21 05:01:11.863980,SPC00E67CIBE002,Bundle-Ether60000.503,IPR3367_UCPBSAV,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3367_UCPBSAV,10.205.217.13,255.255.255.252,,,dot1q,503,1
64241,2021-05-21 05:01:11.864020,SPC00E67CIBE002,Bundle-Ether60000.504,IPR3994_BDO_WRL,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3994_BDO_WRL,10.205.217.13,255.255.255.252,,,dot1q,504,1
64242,2021-05-21 05:01:11.864060,SPC00E67CIBE002,Bundle-Ether60000.505,IPR5297_HMHM,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5297_HMHM,10.205.217.13,255.255.255.252,,,dot1q,505,1
64243,2021-05-21 05:01:11.864100,SPC00E67CIBE002,Bundle-Ether60000.506,IPR5320_SANBEDA,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5320_SANBEDA,10.205.217.13,255.255.255.252,,,dot1q,506,1
64244,2021-05-21 05:01:11.864143,SPC00E67CIBE002,Bundle-Ether60000.507,IPR5204_CTDCL,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5204_CTDCL,10.205.217.13,255.255.255.252,,,dot1q,507,1
64245,2021-05-21 05:01:11.864184,SPC00E67CIBE002,Bundle-Ether60000.508,IPR3291_METROGA,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3291_METROGA,10.205.217.13,255.255.255.252,,,dot1q,508,1
64246,2021-05-21 05:01:11.864224,SPC00E67CIBE002,Bundle-Ether60000.509,IPR3972_PHLPINC,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3972_PHLPINC,10.205.217.13,255.255.255.252,,,dot1q,509,1
64247,2021-05-21 05:01:11.864264,SPC00E67CIBE002,Bundle-Ether60000.510,IPR5733_MEDCITY,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5733_MEDCITY,10.205.217.13,255.255.255.252,,,dot1q,510,1
64248,2021-05-21 05:01:11.864304,SPC00E67CIBE002,Bundle-Ether60000.511,IPR6153_AYALA2_AWS,,,Ingress-ASBR-CB-Policy_DSCP,,IPR6153_AYALA2_AWS,10.205.217.13,255.255.255.252,,,dot1q,511,1
64249,2021-05-21 05:01:11.864344,SPC00E67CIBE002,Bundle-Ether60000.512,IPR6209_IEAEI,,,Ingress-ASBR-CB-Policy_DSCP,,IPR6209_IEAEI,10.205.217.13,255.255.255.252,,,dot1q,512,1
64250,2021-05-21 05:01:11.864384,SPC00E67CIBE002,Bundle-Ether60000.513,IPR3770_KWASAKI,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3770_KWASAKI,10.205.217.13,255.255.255.252,,,dot1q,513,1
64251,2021-05-21 05:01:11.864423,SPC00E67CIBE002,Bundle-Ether60000.514,IPR5727_IONE,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5727_IONE,10.205.217.13,255.255.255.252,,,dot1q,514,1
64252,2021-05-21 05:01:11.864463,SPC00E67CIBE002,Bundle-Ether60000.515,IPR3061_SUYEN,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3061_SUYEN,10.205.217.13,255.255.255.252,,,dot1q,515,1
64253,2021-05-21 05:01:11.864503,SPC00E67CIBE002,Bundle-Ether60000.516,IPR3284_SNROQUE,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3284_SNROQUE,10.205.217.13,255.255.255.252,,,dot1q,516,1
64254,2021-05-21 05:01:11.864542,SPC00E67CIBE002,Bundle-Ether60000.517,IPR7319_SERENTY,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7319_SERENTY,10.205.217.13,255.255.255.252,,,dot1q,517,1
64255,2021-05-21 05:01:11.864581,SPC00E67CIBE002,Bundle-Ether60000.518,IPR7239_SOSCHLD,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7239_SOSCHLD,10.205.217.13,255.255.255.252,,,dot1q,518,1
64256,2021-05-21 05:01:11.864620,SPC00E67CIBE002,Bundle-Ether60000.519,IPR7938_MICARE,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7938_MICARE,10.205.217.13,255.255.255.252,,,dot1q,519,1
64257,2021-05-21 05:01:11.864659,SPC00E67CIBE002,Bundle-Ether60000.520,IPR5376_FLMTRCS,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5376_FLMTRCS,10.205.217.13,255.255.255.252,,,dot1q,520,1
64258,2021-05-21 05:01:11.864698,SPC00E67CIBE002,Bundle-Ether60000.521,IPR7611_PECS,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7611_PECS,10.205.217.13,255.255.255.252,,,dot1q,521,1
64259,2021-05-21 05:01:11.864737,SPC00E67CIBE002,Bundle-Ether60000.522,IPR5263_SINAG,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5263_SINAG,10.205.217.13,255.255.255.252,,,dot1q,522,1
64260,2021-05-21 05:01:11.864776,SPC00E67CIBE002,Bundle-Ether60000.523,IPR3517_UNGLASS,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3517_UNGLASS,10.205.217.13,255.255.255.252,,,dot1q,523,1
64261,2021-05-21 05:01:11.864815,SPC00E67CIBE002,Bundle-Ether60000.524,IPR6199_CAGPWER,,,Ingress-ASBR-CB-Policy_DSCP,,IPR6199_CAGPWER,10.205.217.13,255.255.255.252,,,dot1q,524,1
64262,2021-05-21 05:01:11.864854,SPC00E67CIBE002,Bundle-Ether60000.525,IPR3060_BOARDWK,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3060_BOARDWK,10.205.217.13,255.255.255.252,,,dot1q,525,1
64263,2021-05-21 05:01:11.864893,SPC00E67CIBE002,Bundle-Ether60000.526,IPR5264_BMMC,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5264_BMMC,10.205.217.13,255.255.255.252,,,dot1q,526,1
64264,2021-05-21 05:01:11.864932,SPC00E67CIBE002,Bundle-Ether60000.528,IPR3542_KNTETSU,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3542_KNTETSU,10.205.217.13,255.255.255.252,,,dot1q,528,1
64265,2021-05-21 05:01:11.864971,SPC00E67CIBE002,Bundle-Ether60000.529,IPR3277_HOLCIM,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3277_HOLCIM,10.205.217.13,255.255.255.252,,,dot1q,529,1
64266,2021-05-21 05:01:11.865010,SPC00E67CIBE002,Bundle-Ether60000.530,IPR3975_RSTNCC,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3975_RSTNCC,10.205.217.13,255.255.255.252,,,dot1q,530,1
64267,2021-05-21 05:01:11.865050,SPC00E67CIBE002,Bundle-Ether60000.531,IPR5640_SHINETSU,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5640_SHINETSU,10.205.217.13,255.255.255.252,,,dot1q,531,1
64268,2021-05-21 05:01:11.865089,SPC00E67CIBE002,Bundle-Ether60000.532,IPR5713_JEASTL,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5713_JEASTL,10.205.217.13,255.255.255.252,,,dot1q,532,1
64269,2021-05-21 05:01:11.865129,SPC00E67CIBE002,Bundle-Ether60000.533,IPR6054_PAALVP,,,Ingress-ASBR-CB-Policy_DSCP,,IPR6054_PAALVP,10.205.217.13,255.255.255.252,,,dot1q,533,1
64270,2021-05-21 05:01:11.865168,SPC00E67CIBE002,Bundle-Ether60000.534,IPR6059_FRKLNB,,,Ingress-ASBR-CB-Policy_DSCP,,IPR6059_FRKLNB,10.205.217.13,255.255.255.252,,,dot1q,534,1
64271,2021-05-21 05:01:11.865207,SPC00E67CIBE002,Bundle-Ether60000.535,IPR3914_DTYFREE,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3914_DTYFREE,10.205.217.13,255.255.255.252,,,dot1q,535,1
64272,2021-05-21 05:01:11.865246,SPC00E67CIBE002,Bundle-Ether60000.536,IPR7897_ORICOPH,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7897_ORICOPH,10.205.217.13,255.255.255.252,,,dot1q,536,1
64273,2021-05-21 05:01:11.865286,SPC00E67CIBE002,Bundle-Ether60000.538,IPR5436_TMC,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5436_TMC,10.205.217.13,255.255.255.252,,,dot1q,538,1
64274,2021-05-21 05:01:11.865325,SPC00E67CIBE002,Bundle-Ether60000.539,IPR3154_BEAUTYP,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3154_BEAUTYP,10.205.217.13,255.255.255.252,,,dot1q,539,1
64275,2021-05-21 05:01:11.865364,SPC00E67CIBE002,Bundle-Ether60000.540,IPR3853_MOONSUN,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3853_MOONSUN,10.205.217.13,255.255.255.252,,,dot1q,540,1
64276,2021-05-21 05:01:11.865419,SPC00E67CIBE002,Bundle-Ether60000.541,IPR6226_CONCPCION,,,Ingress-ASBR-CB-Policy_DSCP,,IPR6226_CONCPCION,10.205.217.13,255.255.255.252,,,dot1q,541,1
64277,2021-05-21 05:01:11.865457,SPC00E67CIBE002,Bundle-Ether60000.542,IPR7008_FLYACE,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7008_FLYACE,10.205.217.13,255.255.255.252,,,dot1q,542,1
64278,2021-05-21 05:01:11.865495,SPC00E67CIBE002,Bundle-Ether60000.543,IPR3824_SDV,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3824_SDV,10.205.217.13,255.255.255.252,,,dot1q,543,1
64279,2021-05-21 05:01:11.865533,SPC00E67CIBE002,Bundle-Ether60000.544,IPR7713_LANANG,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7713_LANANG,10.205.217.13,255.255.255.252,,,dot1q,544,1
64280,2021-05-21 05:01:11.865570,SPC00E67CIBE002,Bundle-Ether60000.545,IPR3772_NETLIVE,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3772_NETLIVE,10.205.217.13,255.255.255.252,,,dot1q,545,1
64281,2021-05-21 05:01:11.865607,SPC00E67CIBE002,Bundle-Ether60000.546,IPR5600_KDDI_DENSO1,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5600_KDDI_DENSO1,10.205.217.13,255.255.255.252,,,dot1q,546,1
64282,2021-05-21 05:01:11.865645,SPC00E67CIBE002,Bundle-Ether60000.547,IPR5603_KDDI_DENSO2,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5603_KDDI_DENSO2,10.205.217.13,255.255.255.252,,,dot1q,547,1
64283,2021-05-21 05:01:11.865683,SPC00E67CIBE002,Bundle-Ether60000.548,IPR3413_EQUICOM,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3413_EQUICOM,10.205.217.13,255.255.255.252,,,dot1q,548,1
64284,2021-05-21 05:01:11.865721,SPC00E67CIBE002,Bundle-Ether60000.549,IPR7926_BISCUIT,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7926_BISCUIT,10.205.217.13,255.255.255.252,,,dot1q,549,1
64285,2021-05-21 05:01:11.865758,SPC00E67CIBE002,Bundle-Ether60000.550,IPR5704_DSWD,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5704_DSWD,10.205.217.13,255.255.255.252,,,dot1q,550,1
64286,2021-05-21 05:01:11.865796,SPC00E67CIBE002,Bundle-Ether60000.551,IPR3279_SWUPGWY,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3279_SWUPGWY,10.205.217.13,255.255.255.252,,,dot1q,551,1
64287,2021-05-21 05:01:11.865834,SPC00E67CIBE002,Bundle-Ether60000.552,POI IPR8301_ALGOTIA,,9218,Ingress-ASBR-CB-Policy,,IPR8301_ALGOTIA,10.205.217.13,255.255.255.252,,,dot1q,552,1
64288,2021-05-21 05:01:11.865872,SPC00E67CIBE002,Bundle-Ether60000.553,IPR3401_BANKBYN,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3401_BANKBYN,10.205.217.13,255.255.255.252,,,dot1q,553,1
64289,2021-05-21 05:01:11.865910,SPC00E67CIBE002,Bundle-Ether60000.4020,IPR30002_BNG_EAAA to SMART_SIGTRAN,,,Ingress-ASBR-CB-Policy_DSCP,,IPR30002_BNG_EAAA,10.205.217.53,255.255.255.252,,,dot1q,4020,1
64290,2021-05-21 05:01:11.865948,SPC00E67CIBE002,Bundle-Ether60000.4021,IPR30003_BNG_PORTAL,,,Ingress-ASBR-CB-Policy_DSCP,,IPR30003_BNG_PORTAL,10.205.217.61,255.255.255.252,,,dot1q,4021,1
64291,2021-05-21 05:01:11.865987,SPC00E67CIBE002,Bundle-Ether60000.4022,IPR30001_BNG_DRA to SMART_SIGTRAN,,,Ingress-ASBR-CB-Policy_DSCP,,IPR30001_BNG_DRA,10.205.217.69,255.255.255.252,,,dot1q,4022,1
64292,2021-05-21 05:01:11.866026,SPC00E67CIBE002,Bundle-Ether60000.4023,IPR40005_SIGTRAN,,,Ingress-ASBR-CB-Policy_DSCP,,IPR40005_SIGTRAN,10.205.217.81,255.255.255.252,,,dot1q,4023,1
64293,2021-05-21 05:01:11.866065,SPC00E67CIBE002,Bundle-Ether60000.4024,IPR40006_VOIP to CIPR10006_VOIP,,,Ingress-ASBR-CB-Policy,,IPR40006_VOIP,10.205.217.117,255.255.255.252,,,dot1q,4024,1
64294,2021-05-21 05:01:11.866104,SPC00E67CIBE002,Bundle-Ether60000.4025,IPR40006_VOIP to CIPR4021_SMART_VOIP,,,Ingress-ASBR-CB-Policy,,IPR40006_VOIP,10.205.217.125,255.255.255.252,,,dot1q,4025,1
64295,2021-05-21 05:01:11.866143,SPC00E67CIBE002,Bundle-Ether60000.4026,IPR40005_SIGTRAN to CIPR4020_SMART_SIGTRAN,,,Ingress-ASBR-CB-Policy,,IPR40005_SIGTRAN,10.205.217.133,255.255.255.252,,,dot1q,4026,1
64296,2021-05-21 05:01:11.866181,SPC00E67CIBE002,Bundle-Ether60000.4027,IPR30005_IT_DC to CIPR10017_IT_DC,,,Ingress-ASBR-CB-Policy,,IPR30005_IT_DC,10.205.217.141,255.255.255.252,,,dot1q,4027,1
64297,2021-05-21 05:01:11.866219,SPC00E67CIBE002,Bundle-Ether60000.4028,IPR40016_DATA_SYNC to CIPR10018_DATA_SYNC,,,Ingress-ASBR-CB-Policy,,IPR40016_DATA_SYNC,10.205.217.149,255.255.255.252,,,dot1q,4028,1
64298,2021-05-21 05:01:11.866256,SPC00E67CIBE002,Loopback1,network management loopback,,,,,CIPR20000_TNTMGMT_H00,10.205.138.4,255.255.255.255,,2405:b800::9004/128,,,1
64299,2021-05-21 05:01:11.866294,SPC00E67CIBE002,GigabitEthernet0/1/0/44,**Connected to MKTG3610CILB029 GigabitEthernet1/1/2**,,9216,,,CIPR20000_TNTMGMT_H00,10.230.158.25,255.255.255.252,,,,,1
64300,2021-05-21 05:01:12.550590,TAG00H21CIBE001,Bundle-Ether65534.3050,SID_PATHYB_CPOI_0803_PID_PATHYB_CPOI_0803,,,PLDT-FIXED-CB-VOICE-IN,,VRF_PATHYB_080321_POI,50.1.1.1,255.255.255.0,,,dot1q,3050,1
64301,2021-05-21 05:01:12.550743,TAG00H21CIBE001,Bundle-Ether65534.3070,s_L3_Link_1_p1,,,,,NSO-PE-CE-3070,10.1.1.1,255.255.255.0,,,dot1q,3070,1
64302,2021-05-21 05:01:12.550814,TAG00H21CIBE001,Bundle-Ether65534.3120,SID_PAT411_CS1003_PID_PAT411_CS1003,,,,,CIPR20164_PLDT_H00,25.1.1.1,255.255.255.0,,,dot1q,3120,1
64303,2021-05-21 05:01:12.550878,TAG00H21CIBE001,Loopback1,network management loopback,,,,,CIPR20000_TNTMGMT_H00,10.205.138.13,255.255.255.255,,2405:b800::900d/128,,,1
64304,2021-05-21 05:01:12.550940,TAG00H21CIBE001,GigabitEthernet0/1/0/44,**Connected to NCS1002 TAGPXSOTCINC201 Mgmt Interface***,,,,,CIPR20000_TNTMGMT_H00,10.205.146.121,255.255.255.252,,,,,1
64305,2021-05-21 05:01:12.551009,TAG00H21CIBE001,GigabitEthernet0/1/0/45,**Connected to NCS1002 TAGPXSOTCINC201 Mgmt Interface***,,,,,CIPR20000_TNTMGMT_H00,10.205.146.121,255.255.255.252,,,,,1
64306,2021-05-21 05:01:12.716954,SILPXSILCICN002,Loopback1,network management loopback,,,,,CIPR20000_TNTMGMT_H00,10.205.140.95,255.255.255.255,,2405:b800::a060/128,,,1
64307,2021-05-21 05:01:13.044650,NSBS0051CIBE001,Bundle-Ether60002.4071,eNodeB<>EnodeB (X2)_S1_CR-20210318-00024,,,Ingress-ASBR-CB-Policy_DSCP,,IPR40004_S1_POI,10.205.208.109,255.255.255.252,,,dot1q,4071,1
64308,2021-05-21 05:01:13.044805,NSBS0051CIBE001,Bundle-Ether60002.4073,BTS<>BSC (Southbound)_ABIS_CR-20210318-00024,,,Ingress-ASBR-CB-Policy_DSCP,,IPR40000_ABIS,10.205.208.97,255.255.255.252,,,dot1q,4073,1
64309,2021-05-21 05:01:13.044907,NSBS0051CIBE001,Bundle-Ether60002.4074,NodeB<>RNC (Southbound)_IUB_CR-20210318-00024,,,Ingress-ASBR-CB-Policy_DSCP,,IPR40001_IUB,10.205.208.101,255.255.255.252,,,dot1q,4074,1
64310,2021-05-21 05:01:13.044971,NSBS0051CIBE001,Bundle-Ether60002.4075,eNodeB<>SSU (Clocking)_SYNC_CR-20210318-00024,,,Ingress-ASBR-CB-Policy_DSCP,,IPR40002_SYNC,10.205.208.105,255.255.255.252,,,dot1q,4075,1
64311,2021-05-21 05:01:13.045033,NSBS0051CIBE001,Loopback1,network management loopback,,,,,CIPR20000_TNTMGMT_H00,10.205.138.70,255.255.255.255,,2405:b800::9046/128,,,1
64312,2021-05-21 05:01:13.045094,NSBS0051CIBE001,GigabitEthernet0/1/0/45,**Connected to NCS1002 NSBPXNSBCINC201 Mgmt Interface***,,,,,CIPR20000_TNTMGMT_H00,10.205.145.57,255.255.255.252,,,,,1
64313,2021-05-21 05:01:13.045155,NSBS0051CIBE001,TenGigE0/1/0/0.4072,IPR40003_OAM_NSBS0051OSTC001_Access1,,,PLDT-TNT-CEN-Ingress-CE,,IPR40003_OAM,10.254.47.65,255.255.255.252,,,dot1q,4072,1
64314,2021-05-21 05:01:13.045216,NSBS0051CIBE001,TenGigE0/1/0/0.4073,IPR40000_ABIS_NSBS0051OSTC001_Access1,,,PLDT-TNT-CEN-Ingress-CE,,IPR40000_ABIS,10.249.96.65,255.255.255.252,,,dot1q,4073,1
64315,2021-05-21 05:01:13.045276,NSBS0051CIBE001,TenGigE0/1/0/0.4075,DP_NSBS0051OSTC001_Access1_FREQ 8265.1_PHASE 8275.1,,,PLDT-TNT-CEN-Ingress-PTP-CE,PLDT-TNT-CEN-Egress-PTP-CE,IPR40002_SYNC,10.249.95.61,255.255.255.252,,,dot1q,4075,1
64316,2021-05-21 05:01:13.045337,NSBS0051CIBE001,TenGigE0/1/0/0.4081,DP_NSBS0051OSTC001_Access1_NMS,,,PLDT-TNT-CEN-Ingress-CE,,IPR40024_SYNCNMS,10.254.45.89,255.255.255.252,,,dot1q,4081,1
64317,2021-05-21 05:01:13.045397,NSBS0051CIBE001,TenGigE0/1/0/41.4012,DHCP server for IPTV,,,,,IPTV-local,10.156.190.69,255.255.255.252,,,dot1q,4012,1
64318,2021-05-21 05:01:13.045457,NSBS0051CIBE001,TenGigE0/1/0/41.4013,DHCP server for VOIP,,,,,VOIP-local,10.156.254.69,255.255.255.252,,,dot1q,4013,1
64319,2021-05-21 05:01:13.045517,NSBS0051CIBE001,TenGigE0/1/0/43.4012,DHCP server for IPTV,,,PLDT-FIXED-CB-IPTV-IN,,IPR30076_IPTV,10.156.190.70,255.255.255.252,,,dot1q,4012,1
64320,2021-05-21 05:01:13.045578,NSBS0051CIBE001,TenGigE0/1/0/43.4013,DHCP server for VOIP,,,PLDT-FIXED-CB-VOICE-IN,,IPR30903_FTTH_VoIP_Prod,10.156.254.70,255.255.255.252,,,dot1q,4013,1
64321,2021-05-21 05:01:13.237201,SPC00E67CIBP002,Loopback1,network management loopback,,,,,CIPR20000_TNTMGMT_H00,10.205.136.4,255.255.255.255,,2405:b800::8004/128,,,1
64322,2021-05-21 05:01:13.357418,LCN04117CIRO002,Bundle-Ether31.2002,IPR30903_FTTH_VoIP_Prod,,,Ingress-ASBR-CB-Policy,,IPR30903_FTTH_VoIP_Prod,10.205.218.109,255.255.255.252,,,dot1q,2002,1
64323,2021-05-21 05:01:13.357489,LCN04117CIRO002,Bundle-Ether31.2541,**Connected to HUAWEI-L3-LINK ASBR-2**,,9216,,,CIPR20000_TNTMGMT_H00,10.205.224.9,255.255.255.252,,,dot1q,2541,1
64324,2021-05-21 05:01:13.357533,LCN04117CIRO002,Bundle-Ether31.4003,eNodeB<>PIVOT MME_X2_S1 IPR40004_S1_CR-20201209-00278,,9032,Ingress-ASBR-CB-Policy,,IPR40004_S1,10.205.211.33,255.255.255.252,,,dot1q,4003,1
64325,2021-05-21 05:01:13.357574,LCN04117CIRO002,Bundle-Ether31.4004,IPR40005_SIGTRAN,,,Ingress-ASBR-CB-Policy,,IPR40005_SIGTRAN,10.205.211.37,255.255.255.252,,,dot1q,4004,1
64326,2021-05-21 05:01:13.357613,LCN04117CIRO002,Bundle-Ether31.4005,IPR40007_MBB,,,Ingress-ASBR-CB-Policy,,IPR40007_MBB,10.205.211.41,255.255.255.252,,,dot1q,4005,1
64327,2021-05-21 05:01:13.357652,LCN04117CIRO002,Bundle-Ether31.4085,IPR30076_IPTV,,,Ingress-ASBR-CB-Policy,,IPR30076_IPTV,10.205.218.113,255.255.255.252,,,dot1q,4085,1
64328,2021-05-21 05:01:13.357691,LCN04117CIRO002,Bundle-Ether32.2542,**Connected to HUAWEI-L3-LINK ASBR-2**,,9216,,,CIPR20000_TNTMGMT_H00,10.205.224.13,255.255.255.252,,,dot1q,2542,1
64329,2021-05-21 05:01:13.357729,LCN04117CIRO002,Loopback1,network management loopback,,,,,CIPR20000_TNTMGMT_H00,10.205.138.79,255.255.255.255,,2405:b800::904e/128,,,1
64330,2021-05-21 05:01:13.357768,LCN04117CIRO002,MgmtEth0/RSP0/CPU0/0,,,,,,CIPR20000_TNTMGMT_H00,,,,,,,1
64331,2021-05-21 05:01:13.357807,LCN04117CIRO002,MgmtEth0/RSP1/CPU0/0,,,,,,CIPR20000_TNTMGMT_H00,10.230.145.254,255.255.255.0,,,,,1
64332,2021-05-21 05:01:13.511042,CMN05702CICN002,Loopback1,network management loopback,,,,,CIPR20000_TNTMGMT_H00,10.205.140.67,255.255.255.255,,2405:b800::a044/128,,,1
64333,2021-05-21 05:01:13.681802,CAB06118CIBE002,Loopback1,network management loopback,,,,,CIPR20000_TNTMGMT_H00,10.205.138.51,255.255.255.255,,2405:b800::9033/128,,,1
64334,2021-05-21 05:01:13.681870,CAB06118CIBE002,GigabitEthernet0/1/0/44,**Connected to CAB06118CILB029 GigabitEthernet1/1/4**,,,,,CIPR20000_TNTMGMT_H00,10.230.158.33,255.255.255.252,,,,,1
