HOSTNAME,SOURCE_BUNDLE_INTERFACE,SOURCE_IPV4_ADDRESS,SOURCE_IPV6_ADDRESS
MLLN3874CIBE002,Bundle-Ether252,10.205.230.230/30,2405:B800:1:2000::373/127
MLLN3874CIBE002,,,
MLLN3874CIBE002,,,
MLLN3874CIBE002,,,
MLLN3874CIBE002,,,
LAGN3816CIBE001,Bundle-Ether31,10.205.196.145/30,2405:B800:1::268/127
LAGN3816CIBE001,Bundle-Ether10,10.205.197.33/30,2405:B800:1::2B0/127
LAGN3816CIBE001,Bundle-Ether251,10.205.230.218/30,2405:B800:1:2000::36D/127
LAGN3816CIBE001,Bundle-Ether32,10.205.196.149/30,2405:B800:1::26A/127
LAGN3816CIBE001,Bundle-Ether252,10.205.230.250/30,2405:B800:1:2000::37D/127
LAGN3816CIBE002,Bundle-Ether31,10.205.196.153/30,2405:B800:1::26C/127
LAGN3816CIBE002,Bundle-Ether10,10.205.197.34/30,2405:B800:1::2B1/127
LAGN3816CIBE002,Bundle-Ether251,10.205.230.222/30,2405:B800:1:2000::36F/127
LAGN3816CIBE002,Bundle-Ether32,10.205.196.157/30,2405:B800:1::26E/127
LAGN3816CIBE002,Bundle-Ether252,10.205.230.254/30,2405:B800:1:2000::37F/127
BLL00O74CIBE001,Bundle-Ether31,10.205.196.161/30,2405:B800:1::270/127
BLL00O74CIBE001,Bundle-Ether10,10.205.197.37/30,2405:B800:1::2B2/127
BLL00O74CIBE001,Bundle-Ether251,10.205.230.242/30,2405:B800:1:2000::379/127
BLL00O74CIBE001,Bundle-Ether32,10.205.196.165/30,2405:B800:1::272/127
BLL00O74CIBE002,Bundle-Ether31,10.205.196.169/30,2405:B800:1::274/127
BLL00O74CIBE002,Bundle-Ether10,10.205.197.38/30,2405:B800:1::2B3/127
BLL00O74CIBE002,Bundle-Ether251,10.205.230.246/30,2405:B800:1:2000::37B/127
BLL00O74CIBE002,Bundle-Ether32,10.205.196.173/30,2405:B800:1::276/127
SFPN3827CIBE0001,Bundle-Ether31,10.205.194.49/30,2405:B800:1::138/127
SFPN3827CIBE0001,Bundle-Ether10,10.205.197.41/30,2405:B800:1::2B4/127
SFPN3827CIBE0001,Bundle-Ether101,10.205.224.2/30,2405:B800:1:2000::1/127
SFPN3827CIBE0001,Bundle-Ether32,10.205.194.53/30,2405:B800:1::13A/127
SFPN3827CIBE0001,Bundle-Ether102,10.205.224.10/30,2405:B800:1:2000::5/127
SFPN3827CIBE0001,,,
SFPN3827CIBE0001,,,
SFPN3827CIBE0001,,,
SFPN3827CIBE0001,,,
SFPN3827CIBE0002,,,
SFPN3827CIBE0002,,,
SFPN3827CIBE0002,,,
SFPN3827CIBE0002,,,
SFPN3827CIBE0001,,,
SFPN3827CIBE0001,,,
SFPN3827CIBE0001,,,
SFPN3827CIBE0001,,,
SFPN3827CIBE0002,,,
SFPN3827CIBE0002,,,
SFPN3827CIBE0002,,,
SFPN3827CIBE0002,,,
SFPN3827CIBE0002,Bundle-Ether31,10.205.194.57/30,2405:B800:1::13C/127
SFPN3827CIBE0002,Bundle-Ether10,10.205.197.42/30,2405:B800:1::2B5/127
SFPN3827CIBE0002,Bundle-Ether101,10.205.224.6/30,2405:B800:1:2000::3/127
SFPN3827CIBE0002,Bundle-Ether32,10.205.194.61/30,2405:B800:1::13E/127
SFPN3827CIBE0002,Bundle-Ether102,10.205.224.14/30,2405:B800:1:2000::7/127
TRCN3821CIBE001,Bundle-Ether31,10.205.196.177/30,2405:B800:1::278/127
TRCN3821CIBE001,Bundle-Ether10,10.205.197.45/30,2405:B800:1::2B6/127
TRCN3821CIBE001,Bundle-Ether101,10.205.224.66/30,2405:B800:1:2000::21/127
TRCN3821CIBE001,Bundle-Ether251,10.205.231.50/30,2405:B800:1:2000::399/127
TRCN3821CIBE001,Bundle-Ether32,10.205.196.181/30,2405:B800:1::27A/127
TRCN3821CIBE001,Bundle-Ether102,10.205.224.74/30,2405:B800:1:2000::25/127
TRCN3821CIBE002,Bundle-Ether31,10.205.196.185/30,2405:B800:1::27C/127
TRCN3821CIBE002,Bundle-Ether10,10.205.197.46/30,2405:B800:1::2B7/127
TRCN3821CIBE002,Bundle-Ether101,10.205.224.70/30,2405:B800:1:2000::23/127
TRCN3821CIBE002,Bundle-Ether251,10.205.231.54/30,2405:B800:1:2000::39B/127
TRCN3821CIBE002,Bundle-Ether32,10.205.196.189/30,2405:B800:1::27E/127
TRCN3821CIBE002,Bundle-Ether102,10.205.224.78/30,2405:B800:1:2000::27/127
DGPN3809CIBE001,Bundle-Ether31,10.205.196.193/30,2405:B800:1::280/127
DGPN3809CIBE001,Bundle-Ether10,10.205.197.49/30,2405:B800:1::2B8/127
DGPN3809CIBE001,Bundle-Ether101,10.205.224.82/30,2405:B800:1:2000::29/127
DGPN3809CIBE001,Bundle-Ether251,10.205.231.66/30,2405:B800:1:2000::3A1/127
DGPN3809CIBE001,Bundle-Ether32,10.205.196.197/30,2405:B800:1::282/127
DGPN3809CIBE001,Bundle-Ether102,10.205.224.90/30,2405:B800:1:2000::2D/127
DGPN3809CIBE001,,,
DGPN3809CIBE001,,,
DGPN3809CIBE001,,,
DGPN3809CIBE001,,,
DGPN3809CIBE002,Bundle-Ether31,10.205.196.201/30,2405:B800:1::284/127
DGPN3809CIBE002,Bundle-Ether10,10.205.197.50/30,2405:B800:1::2B9/127
DGPN3809CIBE002,Bundle-Ether101,10.205.224.86/30,2405:B800:1:2000::2B/127
DGPN3809CIBE002,Bundle-Ether251,10.205.231.70/30,2405:B800:1:2000::3A3/127
DGPN3809CIBE002,Bundle-Ether32,10.205.196.205/30,2405:B800:1::286/127
DGPN3809CIBE002,Bundle-Ether102,10.205.224.94/30,2405:B800:1:2000::2F/127
DGPN3809CIBE002,,,
DGPN3809CIBE002,,,
DGPN3809CIBE002,,,
DGPN3809CIBE002,,,
CAB06118CIBE001,Bundle-Ether31,10.205.196.209/30,2405:B800:1::288/127
CAB06118CIBE001,Bundle-Ether10,10.205.197.53/30,2405:B800:1::2BA/127
CAB06118CIBE001,Bundle-Ether101,10.205.224.50/30,2405:B800:1:2000::19/127
CAB06118CIBE001,Bundle-Ether251,10.205.230.202/30,2405:B800:1:2000::365/127
CAB06118CIBE001,Bundle-Ether32,10.205.196.213/30,2405:B800:1::28A/127
CAB06118CIBE001,Bundle-Ether102,10.205.224.58/30,2405:B800:1:2000::1D/127
CAB06118CIBE001,,,
CAB06118CIBE001,,,
CAB06118CIBE001,,,
CAB06118CIBE001,,,
CAB06118CIBE001,,,
CAB06118CIBE001,,,
CAB06118CIBE002,Bundle-Ether31,10.205.196.217/30,2405:B800:1::28C/127
CAB06118CIBE002,Bundle-Ether10,10.205.197.54/30,2405:B800:1::2BB/127
CAB06118CIBE002,Bundle-Ether101,10.205.224.54/30,2405:B800:1:2000::1B/127
CAB06118CIBE002,Bundle-Ether251,10.205.230.206/30,2405:B800:1:2000::367/127
CAB06118CIBE002,Bundle-Ether32,10.205.196.221/30,2405:B800:1::28E/127
CAB06118CIBE002,Bundle-Ether102,10.205.224.62/30,2405:B800:1:2000::1F/127
CAB06118CIBE002,,,
CAB06118CIBE002,,,
CAB06118CIBE002,,,
CAB06118CIBE002,,,
CAB06118CIBE002,,,
CAB06118CIBE002,,,
PLA00554CIBE001,Bundle-Ether31,10.205.194.65/30,2405:B800:1::140/127
PLA00554CIBE001,Bundle-Ether10,10.205.197.57/30,2405:B800:1::2BC/127
PLA00554CIBE001,Bundle-Ether251,10.205.231.18/30,2405:B800:1:2000::389/127
PLA00554CIBE001,Bundle-Ether32,10.205.194.69/30,2405:B800:1::142/127
PLA00554CIBE002,Bundle-Ether31,10.205.194.73/30,2405:B800:1::144/127
PLA00554CIBE002,Bundle-Ether10,10.205.197.58/30,2405:B800:1::2BD/127
PLA00554CIBE002,Bundle-Ether251,10.205.231.22/30,2405:B800:1:2000::38B/127
PLA00554CIBE002,Bundle-Ether32,10.205.194.77/30,2405:B800:1::146/127
BAL06114CIBE001,Bundle-Ether31,10.205.194.81/30,2405:B800:1::148/127
BAL06114CIBE001,Bundle-Ether10,10.205.197.61/30,2405:B800:1::2BE/127
BAL06114CIBE001,Bundle-Ether32,10.205.194.85/30,2405:B800:1::14A/127
BAL06114CIBE002,Bundle-Ether31,10.205.194.89/30,2405:B800:1::14C/127
BAL06114CIBE002,Bundle-Ether10,10.205.197.62/30,2405:B800:1::2BF/127
BAL06114CIBE002,Bundle-Ether32,10.205.194.93/30,2405:B800:1::14E/127
VGN00C15CIBE001,Bundle-Ether31,10.205.196.225/30,2405:B800:1::290/127
VGN00C15CIBE001,Bundle-Ether10,10.205.197.65/30,2405:B800:1::2C0/127
VGN00C15CIBE001,Bundle-Ether32,10.205.196.229/30,2405:B800:1::292/127
VGN00C15CIBE002,Bundle-Ether31,10.205.196.233/30,2405:B800:1::294/127
VGN00C15CIBE002,Bundle-Ether10,10.205.197.66/30,2405:B800:1::2C1/127
VGN00C15CIBE002,Bundle-Ether32,10.205.196.237/30,2405:B800:1::296/127
TUGN8519CIBE001,Bundle-Ether31,10.205.196.241/30,2405:B800:1::298/127
TUGN8519CIBE001,Bundle-Ether10,10.205.197.69/30,2405:B800:1::2C2/127
TUGN8519CIBE001,Bundle-Ether251,10.205.231.58/30,2405:B800:1:2000::39D/127
TUGN8519CIBE001,Bundle-Ether32,10.205.196.245/30,2405:B800:1::29A/127
TUGN8519CIBE002,Bundle-Ether31,10.205.196.249/30,2405:B800:1::29C/127
TUGN8519CIBE002,Bundle-Ether10,10.205.197.70/30,2405:B800:1::2C3/127
TUGN8519CIBE002,Bundle-Ether251,10.205.231.62/30,2405:B800:1:2000::39F/127
TUGN8519CIBE002,Bundle-Ether32,10.205.196.253/30,2405:B800:1::29E/127
BGO05352CIBE001,Bundle-Ether31,10.205.197.1/30,2405:B800:1::2A0/127
BGO05352CIBE001,Bundle-Ether10,10.205.197.73/30,2405:B800:1::2C4/127
BGO05352CIBE001,Bundle-Ether101,10.205.224.114/30,2405:B800:1:2000::39/127
BGO05352CIBE001,Bundle-Ether32,10.205.197.5/30,2405:B800:1::2A2/127
BGO05352CIBE001,Bundle-Ether102,10.205.224.122/30,2405:B800:1:2000::3D/127
BGO05352CIBE002,Bundle-Ether31,10.205.197.9/30,2405:B800:1::2A4/127
BGO05352CIBE002,Bundle-Ether10,10.205.197.74/30,2405:B800:1::2C5/127
BGO05352CIBE002,Bundle-Ether101,10.205.224.118/30,2405:B800:1:2000::3B/127
BGO05352CIBE002,Bundle-Ether32,10.205.197.13/30,2405:B800:1::2A6/127
BGO05352CIBE002,Bundle-Ether102,10.205.224.126/30,2405:B800:1:2000::3F/127
KAWS0016CIBE001,Bundle-Ether31,10.205.195.65/30,2405:B800:1::1C0/127
KAWS0016CIBE001,Bundle-Ether10,10.205.198.65/30,2405:B800:1::340/127
KAWS0016CIBE001,Bundle-Ether103,10.205.226.194/30,2405:B800:1:2000::161/127
KAWS0016CIBE001,Bundle-Ether251,10.205.232.214/30,2405:B800:1:2000::46D/127
KAWS0016CIBE001,Bundle-Ether32,10.205.195.69/30,2405:B800:1::1C2/127
KAWS0016CIBE001,PLDT Sampaloc,P-2,PLDT_Sampaloc_P-2
KAWS0016CIBE001,Bundle-Ether104,10.205.226.202/30,2405:B800:1:2000::165/127
KAWS0016CIBE001,Bundle-Ether252,10.205.232.238/30,2405:B800:1:2000::479/127
KAWS0016CIBE002,Bundle-Ether111,10.205.234.206/30,2405:b800:1:2000::565/127
KAWS0016CIBE001,Bundle-Ether111,10.205.234.210/30,2405:b800:1:2000::567/127
KAWS0016CIBE001,,,
KAWS0016CIBE001,,,
KAWS0016CIBE001,Bundle-Ether109,10.205.227.18/30,2405:b800:1:2000::189/127
KAWS0016CIBE002,Bundle-Ether109,10.205.227.22/30,2405:b800:1:2000::18b/127
KAWS0016CIBE001,Bundle-Ether110,10.205.227.26/30,2405:b800:1:2000::18d/127
KAWS0016CIBE002,Bundle-Ether110,10.205.227.30/30,2405:b800:1:2000::18f/127
KAWS0016CIBE002,,,
KAWS0016CIBE002,,,
KAWS0016CIBE001,,,
KAWS0016CIBE001,,,
KAWS0016CIBE002,,,
KAWS0016CIBE002,,,
KAWS0016CIBE002,Bundle-Ether31,10.205.195.73/30,2405:B800:1::1C4/127
KAWS0016CIBE002,Bundle-Ether10,10.205.198.66/30,2405:B800:1::341/127
KAWS0016CIBE002,Bundle-Ether103,10.205.226.198/30,2405:B800:1:2000::163/127
KAWS0016CIBE002,Bundle-Ether251,10.205.232.218/30,2405:B800:1:2000::46F/127
KAWS0016CIBE002,Bundle-Ether32,10.205.195.77/30,2405:B800:1::1C6/127
KAWS0016CIBE002,Bundle-Ether104,10.205.226.206/30,2405:B800:1:2000::167/127
KAWS0016CIBE002,Bundle-Ether252,10.205.232.242/30,2405:B800:1:2000::47B/127
KAWS0016CIBE001,Bundle-Ether253,10.205.234.198/30,2405:b800:0001:2000:0000:0000:0000:0561/127
KAWS0016CIBE002,Bundle-Ether253,10.205.234.202/30,2405:b800:0001:2000:0000:0000:0000:0563/127
BCR00S33CICN001,Bundle-Ether10,10.205.227.229/30,2405:b800:1:2000::1f2/127
BCR00S33CICN001,Bundle-Ether101,10.205.227.17/30,2405:b800:1:2000::188/127
BCR00S33CICN001,Bundle-Ether102,10.205.227.21/30,2405:b800:1:2000::18a/127
BCR00S33CICN002,Bundle-Ether10,10.205.227.230/30,2405:b800:1:2000::1f3/127
BCR00S33CICN002,Bundle-Ether101,10.205.227.25/30,2405:b800:1:2000::18c/127
BCR00S33CICN002,Bundle-Ether102,10.205.227.29/30,2405:b800:1:2000::18e/127
CLAS3548CIBE001,Bundle-Ether31,10.205.197.193/30,2405:B800:1::300/127
CLAS3548CIBE001,Bundle-Ether10,10.205.198.69/30,2405:B800:1::342/127
CLAS3548CIBE001,Bundle-Ether101,10.205.226.18/30,2405:B800:1:2000::109/127
CLAS3548CIBE001,Bundle-Ether103,10.205.226.34/30,2405:B800:1:2000::111/127
CLAS3548CIBE001,Bundle-Ether107,10.205.226.66/30,2405:B800:1:2000::121/127
CLAS3548CIBE001,Bundle-Ether109,10.205.227.66/30,2405:B800:1:2000::1A1/127
CLAS3548CIBE001,Bundle-Ether111,10.205.227.98/30,2405:B800:1:2000::1B1/127
CLAS3548CIBE001,Bundle-Ether251,10.205.232.222/30,2405:B800:1:2000::471/127
CLAS3548CIBE001,Bundle-Ether254,10.205.232.254/30,2405:B800:1:2000::481/127
CLAS3548CIBE001,Bundle-Ether256,10.205.233.14/30,2405:B800:1:2000::489/127
CLAS3548CIBE001,Bundle-Ether258,10.205.233.46/30,2405:B800:1:2000::499/127
CLAS3548CIBE001,Bundle-Ether32,10.205.197.197/30,2405:B800:1::302/127
CLAS3548CIBE001,Bundle-Ether102,10.205.226.26/30,2405:B800:1:2000::10D/127
CLAS3548CIBE001,Bundle-Ether104,10.205.226.42/30,2405:B800:1:2000::115/127
CLAS3548CIBE001,Bundle-Ether108,10.205.226.74/30,2405:B800:1:2000::125/127
CLAS3548CIBE001,Bundle-Ether110,10.205.227.74/30,2405:B800:1:2000::1A5/127
CLAS3548CIBE001,Bundle-Ether112,10.205.227.106/30,2405:B800:1:2000::1B5/127
CLAS3548CIBE001,Bundle-Ether252,10.205.232.230/30,2405:B800:1:2000::475/127
CLAS3548CIBE001,Bundle-Ether253,10.205.232.246/30,2405:B800:1:2000::47D/127
CLAS3548CIBE001,PLDT LAGUNA (LOS BANOS),AN-1,PLDT_LAGUNA_(LOS_BANOS)_AN-1
CLAS3548CIBE001,Bundle-Ether255,10.205.233.6/30,2405:B800:1:2000::485/127
CLAS3548CIBE001,Bundle-Ether257,10.205.233.38/30,2405:B800:1:2000::495/127
SXLPXSXLCIBE001,Bundle-Ether252,10.205.233.102/30,2405:b800:0001:2000:0000:0000:0000:04b5/127
SXLPXSXLCIBE002,Bundle-Ether252,10.205.233.106/30,2405:b800:0001:2000:0000:0000:0000:04b7/127
CLAS3548CIBE002,Bundle-Ether31,10.205.197.201/30,2405:B800:1::304/127
CLAS3548CIBE002,Bundle-Ether10,10.205.198.70/30,2405:B800:1::343/127
CLAS3548CIBE002,Bundle-Ether101,10.205.226.22/30,2405:B800:1:2000::10B/127
CLAS3548CIBE002,Bundle-Ether103,10.205.226.38/30,2405:B800:1:2000::113/127
CLAS3548CIBE002,Bundle-Ether107,10.205.226.70/30,2405:B800:1:2000::123/127
CLAS3548CIBE002,Bundle-Ether109,10.205.227.70/30,2405:B800:1:2000::1A3/127
CLAS3548CIBE002,Bundle-Ether111,10.205.227.102/30,2405:B800:1:2000::1B3/127
CLAS3548CIBE002,Bundle-Ether251,10.205.232.226/30,2405:B800:1:2000::473/127
CLAS3548CIBE002,Bundle-Ether254,10.205.233.2/30,2405:B800:1:2000::483/127
CLAS3548CIBE002,Bundle-Ether256,10.205.233.18/30,2405:B800:1:2000::48B/127
CLAS3548CIBE002,Bundle-Ether258,10.205.233.50/30,2405:B800:1:2000::49B/127
CLAS3548CIBE002,Bundle-Ether32,10.205.197.205/30,2405:B800:1::306/127
CLAS3548CIBE002,Bundle-Ether102,10.205.226.30/30,2405:B800:1:2000::10F/127
CLAS3548CIBE002,Bundle-Ether104,10.205.226.46/30,2405:B800:1:2000::117/127
CLAS3548CIBE002,Bundle-Ether108,10.205.226.78/30,2405:B800:1:2000::127/127
CLAS3548CIBE002,Bundle-Ether110,10.205.227.78/30,2405:B800:1:2000::1A7/127
CLAS3548CIBE002,Bundle-Ether112,10.205.227.110/30,2405:B800:1:2000::1B7/127
CLAS3548CIBE002,Bundle-Ether252,10.205.232.234/30,2405:B800:1:2000::477/127
CLAS3548CIBE002,Bundle-Ether253,10.205.232.250/30,2405:B800:1:2000::47F/127
CLAS3548CIBE002,Bundle-Ether255,10.205.233.10/30,2405:B800:1:2000::487/127
CLAS3548CIBE002,Bundle-Ether257,10.205.233.42/30,2405:B800:1:2000::497/127
BATS0002CIBE001,Bundle-Ether31,10.205.197.209/30,2405:B800:1::308/127
BATS0002CIBE001,Bundle-Ether10,10.205.198.73/30,2405:B800:1::344/127
BATS0002CIBE001,Bundle-Ether101,10.205.226.82/30,2405:B800:1:2000::129/127
BATS0002CIBE001,Bundle-Ether103,10.205.226.98/30,2405:B800:1:2000::131/127
BATS0002CIBE001,Bundle-Ether105,10.205.226.114/30,2405:B800:1:2000::139/127
BATS0002CIBE001,Bundle-Ether107,10.205.226.130/30,2405:B800:1:2000::141/127
BATS0002CIBE001,Bundle-Ether109,10.205.226.146/30,2405:B800:1:2000::149/127
BATS0002CIBE001,Bundle-Ether111,10.205.227.130/30,2405:B800:1:2000::1C1/127
BATS0002CIBE001,Bundle-Ether251,10.205.232.190/30,2405:B800:1:2000::461/127
BATS0002CIBE001,Bundle-Ether253,10.205.232.206/30,2405:B800:1:2000::469/127
BATS0002CIBE001,Bundle-Ether32,10.205.197.213/30,2405:B800:1::30A/127
BATS0002CIBE001,Bundle-Ether102,10.205.226.90/30,2405:B800:1:2000::12D/127
BATS0002CIBE001,Bundle-Ether104,10.205.226.106/30,2405:B800:1:2000::135/127
BATS0002CIBE001,Bundle-Ether106,10.205.226.122/30,2405:B800:1:2000::13D/127
BATS0002CIBE001,Bundle-Ether108,10.205.226.138/30,2405:B800:1:2000::145/127
BATS0002CIBE001,Bundle-Ether110,10.205.226.154/30,2405:B800:1:2000::14D/127
BATS0002CIBE001,Bundle-Ether112,10.205.227.138/30,2405:B800:1:2000::1C5/127
BATS0002CIBE001,Bundle-Ether252,10.205.232.198/30,2405:B800:1:2000::465/127
BATS0002CIBE001,,,
BATS0002CIBE001,,,
BATS0002CIBE002,,,
BATS0002CIBE002,,,
BATS0002CIBE001,,,
BATS0002CIBE001,,,
BATS0002CIBE002,,,
BATS0002CIBE002,,,
BATS0002CIBE002,Bundle-Ether31,10.205.197.217/30,2405:B800:1::30C/127
BATS0002CIBE002,Bundle-Ether10,10.205.198.74/30,2405:B800:1::345/127
BATS0002CIBE002,Bundle-Ether101,10.205.226.86/30,2405:B800:1:2000::12B/127
BATS0002CIBE002,Bundle-Ether103,10.205.226.102/30,2405:B800:1:2000::133/127
BATS0002CIBE002,Bundle-Ether105,10.205.226.118/30,2405:B800:1:2000::13B/127
BATS0002CIBE002,Bundle-Ether107,10.205.226.134/30,2405:B800:1:2000::143/127
BATS0002CIBE002,Bundle-Ether109,10.205.226.150/30,2405:B800:1:2000::14B/127
BATS0002CIBE002,Bundle-Ether111,10.205.227.134/30,2405:B800:1:2000::1C3/127
BATS0002CIBE002,Bundle-Ether251,10.205.232.194/30,2405:B800:1:2000::463/127
BATS0002CIBE002,Bundle-Ether253,10.205.232.210/30,2405:B800:1:2000::46B/127
BATS0002CIBE002,Bundle-Ether32,10.205.197.221/30,2405:B800:1::30E/127
BATS0002CIBE002,Bundle-Ether102,10.205.226.94/30,2405:B800:1:2000::12F/127
BATS0002CIBE002,Bundle-Ether104,10.205.226.110/30,2405:B800:1:2000::137/127
BATS0002CIBE002,Bundle-Ether106,10.205.226.126/30,2405:B800:1:2000::13F/127
BATS0002CIBE002,Bundle-Ether108,10.205.226.142/30,2405:B800:1:2000::147/127
BATS0002CIBE002,Bundle-Ether110,10.205.226.158/30,2405:B800:1:2000::14F/127
BATS0002CIBE002,Bundle-Ether112,10.205.227.142/30,2405:B800:1:2000::1C7/127
BATS0002CIBE002,Bundle-Ether252,10.205.232.202/30,2405:B800:1:2000::467/127
NSBS0051CIBE001,Bundle-Ether31,10.205.197.225/30,2405:B800:1::310/127
NSBS0051CIBE001,Bundle-Ether10,10.205.198.77/30,2405:B800:1::346/127
NSBS0051CIBE001,,,
NSBS0051CIBE001,Bundle-Ether101,10.205.227.50/30,2405:B800:1:2000::199/127
NSBS0051CIBE001,Bundle-Ether103,10.205.227.82/30,2405:B800:1:2000::1A9/127
NSBS0051CIBE001,Bundle-Ether251,10.205.233.22/30,2405:B800:1:2000::48D/127
NSBS0051CIBE001,Bundle-Ether32,10.205.197.229/30,2405:B800:1::312/127
NSBS0051CIBE001,Bundle-Ether102,10.205.227.58/30,2405:B800:1:2000::19D/127
NSBS0051CIBE001,Bundle-Ether104,10.205.227.90/30,2405:B800:1:2000::1AD/127
NSBS0051CIBE002,Bundle-Ether31,10.205.197.233/30,2405:B800:1::314/127
NSBS0051CIBE002,Bundle-Ether10,10.205.198.78/30,2405:B800:1::347/127
NSBS0051CIBE002,Bundle-Ether101,10.205.227.54/30,2405:B800:1:2000::19B/127
NSBS0051CIBE002,Bundle-Ether103,10.205.227.86/30,2405:B800:1:2000::1AB/127
NSBS0051CIBE002,Bundle-Ether251,10.205.233.26/30,2405:B800:1:2000::48F/127
NSBS0051CIBE002,Bundle-Ether32,10.205.197.237/30,2405:B800:1::316/127
NSBS0051CIBE002,Bundle-Ether102,10.205.227.62/30,2405:B800:1:2000::19F/127
NSBS0051CIBE002,Bundle-Ether104,10.205.227.94/30,2405:B800:1:2000::1AF/127
SXLPXSXLCIBE001,Bundle-Ether31,10.205.197.241/30,2405:B800:1::318/127
SXLPXSXLCIBE001,Bundle-Ether10,10.205.198.81/30,2405:B800:1::348/127
SXLPXSXLCIBE001,Bundle-Ether32,10.205.197.245/30,2405:B800:1::31A/127
SXLPXSXLCIBE002,Bundle-Ether31,10.205.197.249/30,2405:B800:1::31C/127
SXLPXSXLCIBE002,Bundle-Ether10,10.205.198.82/30,2405:B800:1::349/127
SXLPXSXLCIBE002,Bundle-Ether32,10.205.197.253/30,2405:B800:1::31E/127
CBY04106CIBE001,Bundle-Ether31,10.205.198.1/30,2405:B800:1::320/127
CBY04106CIBE001,Bundle-Ether10,10.205.198.85/30,2405:B800:1::34A/127
CBY04106CIBE001,Bundle-Ether101,10.205.226.2/30,2405:B800:1:2000::101/127
CBY04106CIBE001,,,
CBY04106CIBE001,Bundle-Ether103,10.205.227.34/30,2405:B800:1:2000::191/127
CBY04106CIBE001,Bundle-Ether251,10.205.233.58/30,2405:B800:1:2000::49F/127
CBY04106CIBE001,Bundle-Ether32,10.205.198.5/30,2405:B800:1::322/127
CBY04106CIBE001,Bundle-Ether102,10.205.226.10/30,2405:B800:1:2000::105/127
CBY04106CIBE001,Bundle-Ether104,10.205.227.42/30,2405:B800:1:2000::195/127
CBY04106CIBE002,Bundle-Ether31,10.205.198.9/30,2405:B800:1::324/127
CBY04106CIBE002,Bundle-Ether10,10.205.198.86/30,2405:B800:1::34B/127
CBY04106CIBE002,Bundle-Ether101,10.205.226.6/30,2405:B800:1:2000::103/127
CBY04106CIBE002,Bundle-Ether103,10.205.227.38/30,2405:B800:1:2000::193/127
CBY04106CIBE002,Bundle-Ether32,10.205.198.13/30,2405:B800:1::326/127
CBY04106CIBE002,Bundle-Ether102,10.205.226.14/30,2405:B800:1:2000::107/127
CBY04106CIBE002,Bundle-Ether104,10.205.227.46/30,2405:B800:1:2000::197/127
CBY04106CIBE002,Bundle-Ether251,10.205.233.86/30,2405:b800:1:2000::4ad/127
LCNPXLCNCIBE001,Bundle-Ether31,10.205.198.17/30,2405:B800:1::328/127
LCNPXLCNCIBE001,Bundle-Ether10,10.205.198.89/30,2405:B800:1::34C/127
LCNPXLCNCIBE001,Bundle-Ether33,NO INFO,NO INFO
LCNPXLCNCIBE001,Bundle-Ether34,NO INFO,NO INFO
LCNPXLCNCIBE001,Bundle-Ether32,10.205.198.21/30,2405:B800:1::32A/127
LCNPXLCNCIBE001,PLDT MIGRATION L2 LINK,,
LCNPXLCNCIBE001,PLDT MIGRATION L2 LINK,,
LCNPXLCNCIBE001,PLDT MIGRATION L2 LINK,N4i,
LCNPXLCNCIBE001,PLDT MIGRATION L2 LINK,N4i,
LCNPXLCNCIBE001,N4i Expansion via TNT- L2 LINK,N4i,
LCNPXLCNCIBE001,N4i Expansion via TNT- L2 LINK,N4i,
LCNPXLCNCIBE001,,,
LCNPXLCNCIBE001,,,
LCNPXLCNCIBE002,N4i Expansion via TNT- L2 LINK,N4i,
LCNPXLCNCIBE002,N4i Expansion via TNT- L2 LINK,N4i,
LCNPXLCNCIBE002,,,
LCNPXLCNCIBE002,,,
LCNPXLCNCIBE002,PLDT MIGRATION L2 LINK,,
LCNPXLCNCIBE002,PLDT MIGRATION L2 LINK,,
LCNPXLCNCIBE002,PLDT MIGRATION L2 LINK,N4i,
LCNPXLCNCIBE002,PLDT MIGRATION L2 LINK,N4i,
LCNPXLCNCIBE002,Bundle-Ether31,10.205.198.25/30,2405:B800:1::32C/127
LCNPXLCNCIBE002,Bundle-Ether10,10.205.198.90/30,2405:B800:1::34D/127
LCNPXLCNCIBE002,Bundle-Ether33,NO INFO,NO INFO
LCNPXLCNCIBE002,Bundle-Ether34,NO INFO,NO INFO
LCNPXLCNCIBE002,Bundle-Ether32,10.205.198.29/30,2405:B800:1::32E/127
LCN04117CIRO001,Bundle-Ether36,,
LCN04117CIRO001,Bundle-Ether37,,
LCN04117CIRO001,Bundle-Ether36,10.205.198.37/30,2405:B800:1::332/127
LCN04117CIRO001,Bundle-Ether37,10.205.198.45/30,2405:B800:1::336/127
LCN04117CIRO001,,,
LCN04117CIRO001,,,
LCN04117CIRO002,,,
LCN04117CIRO002,,,
LCN04117CIRO001,,,
LCN04117CIRO001,,,
LCN04117CIRO002,,,
LCN04117CIRO002,,,
LCN04117CIRO001,,,
LCN04117CIRO001,,,
LCN04117CIRO002,,,
LCN04117CIRO002,,,
LCN04117CIRO002,Bundle-Ether36,,
LCN04117CIRO002,Bundle-Ether37,,
LCN04117CIRO002,Bundle-Ether36,10.205.198.53/30,2405:B800:1::33A/127
LCN04117CIRO002,Bundle-Ether37,10.205.198.61/30,2405:B800:1::33E/127
MCT03903CICN001,Bundle-Ether101,10.205.224.1/30,2405:B800:1:2000::/127
