hostname,interface,description,vlan
MTP00H22CIBE001,GigabitEthernet0/1/0/45.129,IPR3542_KNTETSU_KNTETSU_PID1-107G56N,129
MTP00H22CIBE001,GigabitEthernet0/1/0/45.130,IPR6059_FRKLNB_FRKLNB_PID1-SWKD6U ADVRecon_12APR2021,130
MTP00H22CIBE001,GigabitEthernet0/1/0/45.132,IPR5711_KDDI_YZKI_PID1-UXK5RM KDDI KDDI_YAZAKI,132
MTP00H22CIBE001,GigabitEthernet0/1/0/45.137,IPR5392_POLYIC_POLYIC_PID1-QWWH36,137
MTP00H22CIBE001,GigabitEthernet0/1/0/45.139,IPR3023_SUNLIFE_PID1-1ACM6WI_SUN LIFE OF CANADA PHILS INC_BRAINS IPVPN-LL_4M,139
MTP00H22CIBE001,GigabitEthernet0/1/0/45.140,IPR3914_DTYFREE_PID1-197HZ1G_DUTY FREE PHILIPPINES_BRAINS IPVPN-LL_10M,140
MTP00H22CIBE001,GigabitEthernet0/1/0/45.141,IPR3914_DTYFREE_DTYFREE_PID1-197GYN6,141
MTP00H22CIBE001,GigabitEthernet0/1/0/45.142,IPR3277_HOLCIM_HOLCIM_PID1-W5L0E2,142
MTP00H22CIBE001,GigabitEthernet0/1/0/45.143,IPR3726_ASIANTI_ASIANTI_PID1-ZC2KH8,143
MTP00H22CIBE001,GigabitEthernet0/1/0/45.144,IPR5718_LEISURE_LEISURE_PID1-SCOSHS,144
MTP00H22CIBE001,GigabitEthernet0/1/0/45.146,IPR6190_IPTSNCR_DICT_IPTS_NCR_PID1-WNPIBU,146
MTP00H22CIBE001,GigabitEthernet0/1/0/45.147,IPR3790_ROB-SAV_ROB-SAV_PID1-100OILG,147
MTP00H22CIBE001,GigabitEthernet0/1/0/45.148,IPR7897_ORICOPH_PID1-19CM70E_ORICO AUTO FINANCE PHILIPPINES INC._BRAINS IPVPN-LL_2M,148
MTP00H22CIBE001,GigabitEthernet0/1/0/45.150,IPR5727_IONE_IONE_PID1-ZIJNPB,150
MTP00H22CIBE001,GigabitEthernet0/1/0/45.151,IPR5436_TMC_TMC_PID1-1096XLJ,151
MTP00H22CIBE001,GigabitEthernet0/1/0/45.155,IPR5286_DPWH_DPWH_PID1-POQZ5D,155
MTP00H22CIBE001,GigabitEthernet0/1/0/45.156,IPR3154_BEAUTYP_BEAUTYP_PID1-15YY5F9,156
MTP00H22CIBE001,GigabitEthernet0/1/0/45.157,IPR5286_DPWH_DPWH_PID1-PJGB9N,157
MTP00H22CIBE001,GigabitEthernet0/1/0/45.159,IPR3007_BDO_BDO _PID1-108Z9Y2,159
MTP00H22CIBE001,GigabitEthernet0/1/0/45.160,IPR3853_MOONSUN_MOONSUN_PID1-W4GUEB,160
MTP00H22CIBE001,GigabitEthernet0/1/0/45.161,IPR6226_CONCPCION_CONCPCION_PID1-10AKEYV,161
MTP00H22CIBE001,GigabitEthernet0/1/0/45.163,IPR7008_FLYACE_FLYACE_PID1-ZV6VWB,163
MTP00H22CIBE001,GigabitEthernet0/1/0/45.164,IPR3175_METBANK_METBANK_PID1-1AXGKXS,164
MTP00H22CIBE001,GigabitEthernet0/1/0/45.172,IPR3059_PRULIFE_PID1-1974OPC_PRU LIFE INSURANCE CORPORATION OF U.K._BRAINS IPVPN-LL_8M,172
MTP00H22CIBE001,GigabitEthernet0/1/0/45.176,IPR3824_SDV_SDV_PID1-15HWNRE,176
MTP00H22CIBE001,GigabitEthernet0/1/0/45.179,IPR7713_LANANG_PID1-17PNJ4F_LANANG REALTY DEVELOPMENT CORPORATION_BRAINS IPVPN-LL_2M,179
MTP00H22CIBE001,GigabitEthernet0/1/0/45.216,IPR3772_NETLIVE_NETLIVE_JPMORGAN_PID1-Z28PQA,216
MTP00H22CIBE001,GigabitEthernet0/1/0/45.601,IPR5600_KDDI_DENSO1_PID101567508_KDDI_DENSO,601
MTP00H22CIBE001,GigabitEthernet0/1/0/45.602,IPR5603_KDDI_DENSO2_PID101567761 KDDI Denso_Secondary,602
MTP00H22CIBE001,GigabitEthernet0/1/0/45.605,IPR3480_BANCNET_BANCNET_PID1-108ZVTA,605
MTP00H22CIBE001,GigabitEthernet0/1/0/45.606,IPR3413_EQUICOM_EQUICOM_PID1-10E1H6Q,606
MTP00H22CIBE001,GigabitEthernet0/1/0/45.607,IPR3007_BDO_BDO_PID1-116YD4G,607
MTP00H22CIBE001,GigabitEthernet0/1/0/45.608,IPR3544_BOIDATA_BOIDATA_PID1-161YQF8,608
MTP00H22CIBE001,GigabitEthernet0/1/0/45.610,IPR7926_BISCUIT_PID1-19MTTQ6_REPUBLIC BISCUIT CORPORATION_BRAINS IPVPN-LL_40M,610
MTP00H22CIBE001,GigabitEthernet0/1/0/45.2131,IPR3544_BOIDATA_PID104601707_SID BI28-082018-81791_BUREAU OF IMMIGRATION_BRAINS IPVPN-LL_5M,2131
MTP00H22CIBE001,GigabitEthernet0/1/0/47.71,IPR3099_COCACOL_COCACOLA_PID572652,71
MTP00H22CIBE001,GigabitEthernet0/1/0/47.72,IPR3994_BDO_WRL_BDO_WRL_PID100686430,72
MTP00H22CIBE001,GigabitEthernet0/1/0/47.73,IPR3994_BDO_WRL_BDO_WRL_PID100686422,73
MTP00H22CIBE001,GigabitEthernet0/1/0/47.78,IPR3848_DHLXPRS_DHLXPRS_PID1-1504XW8,78
MTP00H22CIBE001,GigabitEthernet0/1/0/47.88,IPR3175_METBANK_METBANK_BRC,88
MTP00H22CIBE001,GigabitEthernet0/1/0/47.97,IPR3361_UCPBVPN_UCPBVPN_PID1-V9M2C6,97
MTP00H22CIBE001,GigabitEthernet0/1/0/47.98,IPR5297_HMHM_HMHM_PID101045765,98
MTP00H22CIBE001,GigabitEthernet0/1/0/47.100,IPR3615_LNDBANK_AIR21_PID100570920,100
MTP00H22CIBE001,GigabitEthernet0/1/0/47.102,IPR5320_SANBEDA_SANBEDA_PID100955830,102
MTP00H22CIBE001,GigabitEthernet0/1/0/47.103,IPR5204_CTDCL_CTDCL_PID101070204,103
MTP00H22CIBE001,GigabitEthernet0/1/0/47.109,IPR3619_NETNFRA_NETNFRA_PID1-170OAKD,109
MTP00H22CIBE001,GigabitEthernet0/1/0/47.110,IPR3291_METROGA_METROGA_PID101458628,110
MTP00H22CIBE001,GigabitEthernet0/1/0/47.114,IPR3972_PHLPINC_PHLPINC_PID101774473,114
MTP00H22CIBE001,GigabitEthernet0/1/0/47.124,IPR5733_MEDCITY_MEDCITY_PID1-U1U9BJ,124
MTP00H22CIBE001,GigabitEthernet0/1/0/47.125,IPR3124_RCBC_RCBC_PID1-UHZJZ2,125
MTP00H22CIBE001,GigabitEthernet0/1/0/47.129,IPR6153_AYALA2_AWS_AYALA2_AWS_PID1-YXTM1V,129
MTP00H22CIBE001,GigabitEthernet0/1/0/47.130,IPR6209_IEAEI_IEAEI_PID1-1018SUJ,130
MTP00H22CIBE001,GigabitEthernet0/1/0/47.132,IPR3770_KWASAKI_PID104638511/SID KM(C01-102011-72925_KAWASAKI MOTORS (PHILS.) CORPORATION_BRAINS IPVPN-LL_4M,132
MTP00H22CIBE001,GigabitEthernet0/1/0/47.133,IPR5727_IONE_PID1-188M646_DEPARTMENT OF SOCIAL WELFARE AND DEVELOPMENT_BRAINS IPVPN-LL_30M,133
MTP00H22CIBE001,GigabitEthernet0/1/0/47.139,IPR3456_YUSEN_YUSEN_PID1-147CSUW,139
MTP00H22CIBE001,GigabitEthernet0/1/0/47.141,IPR3175_METBANK_METBANK_PID1-14EI5CP,141
MTP00H22CIBE001,GigabitEthernet0/1/0/47.148,IPR6152_PAYMAYA_PAYMAYA_PID1-11ARHJC,148
MTP00H22CIBE001,GigabitEthernet0/1/0/47.172,IPR3061_SUYEN_SUYEN_PID513114,172
MTP00H22CIBE001,GigabitEthernet0/1/0/47.180,"IPR3284_SNROQUE_PID1-190089H_SAN ROQUE SUPERMARKET RETAIL SYSTEMS, INC._BRAINS IPVPN-LL_2M",180
MTP00H22CIBE001,GigabitEthernet0/1/0/47.208,IPR3294_AIR21_AIR21_PID100570920 *** AR 18NOV2020,208
MTP00H22CIBE001,GigabitEthernet0/1/0/47.247,IPR3434_UNION_UNION_PID1-1128019,247
MTP00H22CIBE001,GigabitEthernet0/1/0/47.313,IPR3434_UNION_PID1-1CAIAE0_UNION_BANK_OF_THE_PHILS._BRAINS_IPVPN-LL_2M,313
MTP00H22CIBE001,GigabitEthernet0/1/0/47.337,IPR3926_BPI03_BPI03_PID1-PO1RYT,337
MTP00H22CIBE001,GigabitEthernet0/1/0/47.520,IPR7319_SERENTY_SERENTY_PID1-143Z323,520
MTP00H22CIBE001,GigabitEthernet0/1/0/47.521,IPR7239_SOSCHLD_PID1-1B34PEY_SOS CHILDREN'S VILLAGES INC._BRAINS IPVPN-LL_30M,521
MTP00H22CIBE001,GigabitEthernet0/1/0/47.523,"IPR7938_MICARE_PID1-19KN7CG_MICARE PHILIPPINES, INC._BRAINS IPVPN-LL_4M",523
MTP00H22CIBE001,TenGigE0/1/0/43.4012,DHCP server for IPTV,4012
MTP00H22CIBE001,TenGigE0/1/0/43.4013,DHCP server for VOIP,4013
MTP00H22CIBE001,TenGigE0/6/0/43.4012,DHCP server for IPTV,4012
MTP00H22CIBE001,TenGigE0/6/0/43.4013,DHCP server for VOIP,4013
NACS3561CICN002,MgmtEth0/RP0/CPU0/0,,0
NACS3561CICN002,MgmtEth0/RSP0/CPU0/0,,0
SROS3549CICU001,Bundle-Ether10001.1001,IPR30800_FTTH_NMS_LTIFEOL002_NMS,1001
SROS3549CICU001,Bundle-Ether10001.1002,MBATC01-092009-02362_PID_1-XXM811,1002
SROS3549CICU001,Bundle-Ether10001.1026,IPR30076_IPTV_SROS3549CICU001_LTIFEOL002_IPTV_MULTICAST_RID172261,1026
SROS3549CICU001,Bundle-Ether10001.1101,IPR3094_CHINA,1101
SROS3549CICU001,Bundle-Ether10001.1104,PLI02-022019-34359_PID1-17LEWC8,1104
SROS3549CICU001,Bundle-Ether10001.1106,MBATC01-052019-36348_PID1-14FVC78,1106
SROS3549CICU001,Bundle-Ether10001.1107,EPI399-052019-05151_PID1-17VBRWE,1107
SROS3549CICU001,Bundle-Ether10001.1108,MBATC01-052019-69883_PID1-18BS0U5,1108
SROS3549CICU001,Bundle-Ether10001.1110,IPR3135_SECBANK,1110
SROS3549CICU001,Bundle-Ether10001.1111,MD01-072019-20016_PID1-18QZT3B,1111
SROS3549CICU001,Bundle-Ether10001.1112,FETMS01-092019-40868_PID1-195YRH2,1112
SROS3549CICU001,Bundle-Ether10001.1115,GUSI01-082019-96367_PID1-18XR58Y,1115
SROS3549CICU001,Bundle-Ether10001.1117,GADC01-122019-02345_PID1-19NXU7X,1117
SROS3549CICU001,Bundle-Ether10001.1119,PLICU01-032021-32236_PID1-1974G0W,1119
SROS3549CICU001,Bundle-Ether10001.1121,"BDO UNIBANK, INC._PID103896363_IPVPN_10M",1121
SROS3549CICU001,Bundle-Ether10001.1122,CSBI01-102015-22775_PID103328276,1122
SROS3549CICU001,Bundle-Ether10001.1125,BPI01-022013-58612_PID1-17UBPLU,1125
SROS3549CICU001,Bundle-Ether10001.1129,BDO01-082012-95964_PID104338313,1129
SROS3549CICU001,Bundle-Ether10001.1132,CHINA BANKING CORPORATION_PID1-17B1SB0_SID CBC01-122020-73836_IPVPN_4M,1132
SROS3549CICU001,Bundle-Ether10001.4081,"CIPR20000_TNTMGMT_H00_PID1-18IDONV_MPCALA HOLDINGS, INC._METRO E-LINE_10M BNNHUDE038",4081
SROS3549CICU001,Bundle-Ether10002.1001,IPR30800_FTTH_NMS_LTIFEOL003_NMS,1001
SROS3549CICU001,Bundle-Ether10002.1026,IPR30076_IPTV_SROS3549CICU001_LTIFEOL003_IPTV_MULTICAST_RID172261,1026
SROS3549CICU001,TenGigE0/1/1/0.3000,S3684_2G_OAM_1_CR-20210316-00248,3000
SROS3549CICU001,TenGigE0/1/1/0.3020,S3684_2G_ABIS_1_CR-20210316-00248,3020
SROS3549CICU001,TenGigE0/1/1/0.3080,S3684_2G_SYNC_1_CR-20210316-00248,3080
SROS3549CICU001,TenGigE0/1/1/0.3200,S3684_3G_OAM_1_CR-20210316-00248,3200
SROS3549CICU001,TenGigE0/1/1/0.3220,S3684_3G_IUB_1_CR-20210316-00248,3220
SROS3549CICU001,TenGigE0/1/1/0.3400,S3684_FD_OAM_1_CR-20210316-00248,3400
SROS3549CICU001,TenGigE0/1/1/0.3420,S3684_FD_S1_1_CR-20210316-00248,3420
SROS3549CICU001,TenGigE0/1/1/0.3480,S3684_FD_SYNC_1_CR-20210316-00248,3480
SROS3549CICU001,TenGigE0/1/1/0.4081,PID83767_Vista Mall Sta. Rosa_SROHUDE023,4081
CBY04106CIBE001,TenGigE0/1/0/1.4072,IPR40003_OAM_CBY04106OSTC001_Access1,4072
CBY04106CIBE001,TenGigE0/1/0/1.4073,IPR40000_ABIS_CBY04106OSTC001_Access1,4073
CBY04106CIBE001,TenGigE0/1/0/1.4081,DP_CBY04106OSTC001_Access1_NMS,4081
CBY04106CIBE001,TenGigE0/1/0/2.3100,RNC1502 SB (IuB),3100
CBY04106CIBE001,TenGigE0/1/0/3.4074,RNC1513 SB (IuB),4074
DGPN3809CIBE001,Bundle-Ether20015.4081,**609_RATSYM_LSW_OAM_CR#**,4081
DGPN3809CIBE001,Bundle-Ether60002.4071,eNodeB<>EnodeB (X2)_S1_CR-20210308-00010,4071
DGPN3809CIBE001,Bundle-Ether60002.4073,BTS<>BSC (Southbound)_ABIS_CR-20210308-00010,4073
DGPN3809CIBE001,Bundle-Ether60002.4074,NodeB<>RNC (Southbound)_IUB_CR-20210308-00010,4074
DGPN3809CIBE001,Bundle-Ether60002.4075,eNodeB<>SSU (Clocking)_SYNC_CR-20210308-00010,4075
DGPN3809CIBE001,GigabitEthernet0/1/0/45,**Connected to NCS1002-1 Mgmt Interface**,0
DGPN3809CIBE001,TenGigE0/1/0/9.3010,RNC1224 NB  VoIP (IuCS_IuR_U),3010
DGPN3809CIBE001,TenGigE0/1/0/9.3020,RNC1224 NB Sigtran (IuC),3020
DGPN3809CIBE001,TenGigE0/1/0/9.3030,RNC1224 NB OAM (IuBC),3030
DGPN3809CIBE001,TenGigE0/1/0/9.3060,RNC1224 NB MBB (IuPS_U),3060
DGPN3809CIBE001,TenGigE0/1/0/10.3100,RNC1224 SB (IuB),3100
DGPN3809CIBE001,TenGigE0/1/0/11.3200,RNC1224 Test RBS (OAM),3200
DGPN3809CIBE001,TenGigE0/1/0/11.3220,RNC1224 Test RBS (IuB),3220
DGPN3809CIBE001,TenGigE0/1/0/11.3280,RNC1224 Test RBS (SYNC),3280
DGPN3809CIBE001,TenGigE0/1/0/12.4074,RNC1212 SB (IuB),4074
DGPN3809CIBE001,TenGigE0/6/0/0.3080,RNC1224 NB OAM (MuR),3080
LPN00358CICU001,Bundle-Ether1001.3000,G4445_2G_OAM_CR-20210310-00351,3000
LPN00358CICU001,Bundle-Ether1001.3020,G4445_2G_ABIS_CR-20210310-00351,3020
LPN00358CICU001,Bundle-Ether1001.3200,G4445_3G_OAM_1_CR-20210310-00351,3200
LPN00358CICU001,Bundle-Ether1001.3220,G4445_3G_IUB_1_CR-20210310-00351,3220
LPN00358CICU001,Bundle-Ether1001.3400,G4445_FD_OAM_1_CR-20210310-00351,3400
LPN00358CICU001,Bundle-Ether1001.3420,G4445_FD_S1_1_CR-20210310-00351,3420
LPN00358CICU001,Bundle-Ether1001.3480,G4445_FD_SYNC_1_CR-20210310-00351,3480
LPN00358CICU001,Bundle-Ether1001.4081,PID_CEF Robinsons Las Pinas_PPNHUDE002,4081
LPN00358CICU001,Bundle-Ether1002.3200,G3623_3G_OAM_1_CR-20210310-00288,3200
LPN00358CICU001,Bundle-Ether1002.3220,G3623_3G_IUB_1_CR-20210310-00288,3220
LPN00358CICU001,Bundle-Ether1002.3400,G3623_FD_OAM_1_CR-20210310-00288,3400
LPN00358CICU001,Bundle-Ether1002.3420,G3623_FD_S1_1_CR-20210310-00288,3420
LPN00358CICU001,Bundle-Ether1002.3480,G3623_FD_SYNC_1_CR-20210310-00288,3480
LPN00358CICU001,Bundle-Ether1002.4081,RID144236_G3623 SUPER8_LPNHUDE029,4081
LPN00358CICU001,Bundle-Ether65534.3000,SID_PATHYB_SPK1_0803_PID_PATHYB_SPK1_0803,3000
LPN00358CICU001,Bundle-Ether65534.3072,S_LPN_L3_site1_3072_p1,3072
LPN00358CICU001,Bundle-Ether65534.3074,,3074
LPN00358CICU001,Bundle-Ether65534.3075,s_RA_test2_p1,3075
BLAPXBLACICU001,Bundle-Ether10006.1026,BGCHUOL001 IPTV Multicast,1026
BLAPXBLACICU001,Bundle-Ether10006.1101,IPR3615_LNDBANK_LAND BANK OF THE PHILIPPINES_PID1-1948BPT_BRAINS IPVPN-LL_2M,1101
BLAPXBLACICU001,Bundle-Ether10006.2001,IPR30044_HUANMS_BGCHUOL001 FTTH NMS,2001
BLAPXBLACICU001,Bundle-Ether10006.2102,IPR3068_PJLHUIL_P.J. LHUILLIER INC._PID1-1BBN7IR_IPVPN_1M,2102
BLAPXBLACICU001,Bundle-Ether10007.1026,ORIHUOL001 IPTV Multicast,1026
BLAPXBLACICU001,Bundle-Ether10007.1102,IPR3038_MERCURY_MERCURY DRUG CORP._PID1-196GFCU_SHOPS.WORK_1M,1102
BLAPXBLACICU001,Bundle-Ether10007.1103,"IPR3068_PJLHUIL_PAWNCARE SERVICES, INC._PID1-1A8352S_BRAINS IPVPN-LL_1M",1103
BLAPXBLACICU001,Bundle-Ether10007.2001,IPR30044_HUANMS_ORIHUOL001 FTTH NMS,2001
BLAPXBLACICU001,Bundle-Ether10007.2101,IPR3367_UCPBSAV_UCPB SAVINGS BANK_PID1-1AC925R_IPVPN_2M,2101
BLAPXBLACICU001,Bundle-Ether10008.1026,IPR30076_IPTV_MRGHUOL001_IPTV_MULTICAST,1026
BLAPXBLACICU001,Bundle-Ether10008.2001,IPR30044_HUANMS_MRGHUOL001_FTTH_NMS,2001
BLAPXBLACICU001,Bundle-Ether10008.2101,P.J. LHUILLIER INCORPORATED_PID1-1AMTQ5W_IPVPN_1M,2101
BLAPXBLACICU001,Bundle-Ether10009.1026,IPR30076_IPTV_BLAHUOL001_IPTV_MULTICAST,1026
BLAPXBLACICU001,Bundle-Ether10009.1101,STRADCM_PID_1-14LMT64,1101
BLAPXBLACICU001,Bundle-Ether10009.1102,"PID1-15QNEP7_BDO UNIBANK, INC._IPVPN_1M",1102
BLAPXBLACICU001,Bundle-Ether10009.1105,BUREAU OF IMMIGRATION AND DEPORTATION- DATA_PID1-19R5ANW_BRAINS IPVPN-LL_6M,1105
BLAPXBLACICU001,Bundle-Ether10009.1108,PID1-10VO3HQ_METROPOLITAN BANK AND TRUST CO._BRAINS IPVPN-LL_4M,1108
BLAPXBLACICU001,Bundle-Ether10009.1109,"SUPER 8 RETAIL SYSTEMS, INC._PID1-187NZLW_BRAINS IPVPN_2M",1109
BLAPXBLACICU001,Bundle-Ether10009.1110,LBC EXPRESS INC._PID1-186HQIP_SHOPS.WORK_512K,1110
BLAPXBLACICU001,Bundle-Ether10009.1111,PHILIPPINE HEALTH INSURANCE CORPORATION_PID1-174DYAZ_BRAINS IPVPN-LL_4M,1111
BLAPXBLACICU001,Bundle-Ether10009.1115,"ONE FOOD GROUP MANAGEMENT SERVICES, INC._PID1-18BHP8M_BRAINS IPVPN-LL_2M",1115
BLAPXBLACICU001,Bundle-Ether10009.1117,MBTCDUO_1-14GLUSF,1117
BLAPXBLACICU001,Bundle-Ether10009.1118,"ONE FOOD GROUP MANAGEMENT SERVICES, INC._PID1-18BHPBD_BRAINS IPVPN-LL_2M",1118
BLAPXBLACICU001,Bundle-Ether10009.1119,CHINA BANKING CORPORATION_PID103526450_BRAINS IPVPN-LL_4M,1119
BLAPXBLACICU001,Bundle-Ether10009.1120,RIZAL COMMERCIAL BANKING CORPORATION-DATA_PID1-13FVDGG_BRAINS IPVPN-LL_2M,1120
BLAPXBLACICU001,Bundle-Ether10009.1121,"BDO UNIBANK, INC._PID103660939_BRAINS IPVPN-LL_8M",1121
BLAPXBLACICU001,Bundle-Ether10009.1122,GOLDEN ARCHES DEVELOPMENT CORPORATION_PID1-19AV3XK_BRAINS IPVPN-LL_1M,1122
BLAPXBLACICU001,Bundle-Ether10009.1123,PRU LIFE INSURANCE CORPORATION OF U.K._PID1-1974P3G_BRAINS IPVPN-LL_8M,1123
BLAPXBLACICU001,Bundle-Ether10009.1125,GOLDEN ARCHES DEVELOPMENT CORPORATION_PID1-1A2DWD3_BRAINS IPVPN-LL_1M,1125
BLAPXBLACICU001,Bundle-Ether10009.1129,BUREAU OF THE TREASURY_PID1-19NZY1H_IPVPN_6M,1129
BLAPXBLACICU001,Bundle-Ether10009.1130,GUAGUA RURAL BANK INC._PID1-10CM6LZ_IPVPN_100M,1130
BLAPXBLACICU001,Bundle-Ether10009.1131,LAND BANK OF THE PHILIPPINES_PID1-1BJPBJB_SID LBP01-102020-89563_IPVPN_2M,1131
BLAPXBLACICU001,Bundle-Ether10009.1132,BANK OF THE PHILIPPINE ISLANDS_PID103552559_IPVPN_2M,1132
BLAPXBLACICU001,Bundle-Ether10009.2001,IPR30044_HUANMS_BLAHUOL001_FTTH_NMS,2001
BLAPXBLACICU001,Bundle-Ether10009.2101,PHILIPPINE NATIONAL BANK_PID1-19E054M_BRAINS IPVPN-LL_2M,2101
BLAPXBLACICU001,Bundle-Ether10009.2102,MICRODATA SYSTEMS (MDS) INC. FAO DICT_PID1-1AV4QFS_IPVPN_4M,2102
BLAPXBLACICU001,Bundle-Ether10009.2104,"THE INSULAR LIFE ASSURANCE COMPANY, LTD._PID1-1A1VO4F_IPVPN_2M",2104
BLAPXBLACICU001,Bundle-Ether10009.2106,PHILIPPINE VETERANS BANK_PID1-1AH18QU_SID PVB01-112020-14083_IPVPN_10M,2106
BLAPXBLACICU001,Bundle-Ether10009.2107,"PAWNCARE SERVICES, INC._PID104416233_IPVPN_2M",2107
BLAPXBLACICU001,Bundle-Ether10009.2108,MANUFACTURERS LIFE INSURANCE CO._PID1-18PT5I9/SIDMLIC01-092020-61287_IPVPN_4M,2108
BLAPXBLACICU001,Bundle-Ether10009.2110,MERCURY DRUG CORP._PID104524591_IPVPN_2M,2110
BLAPXBLACICU001,Bundle-Ether10009.2111,SUN LIFE OF CANADA_PID1-1C6MIPI_IPVPN_4M,2111
BLAPXBLACICU001,Bundle-Ether10009.2114,"BDO UNIBANK, INC._PID104674518_IPVPN_2M",2114
BLAPXBLACICU001,GigabitEthernet0/0/0/8,**Connected to BLAPXBLACINC301 Management**,0
BLAPXBLACICU001,GigabitEthernet0/0/0/9,**Connected to BLAPXBLACINC302 Management**,0
BLAPXBLACICU001,GigabitEthernet0/0/0/10,**Connected to NCS1001 Management**,0
LAGN0000CICU001,Bundle-Ether1001.4080,PID101695557_LAGTOCP001,4080
LAGN0000CICU001,Bundle-Ether1002.102,PID1-19651DW_HOME DEVELOPMENT MUTUAL FUND-CORPORATE HEADQUARTERS_BRAINS IPVPN-LL_2M,102
LAGN0000CICU001,Bundle-Ether1002.1606,N6712_3G_IUB_1_CR-20210317-00140,1606
LAGN0000CICU001,Bundle-Ether1002.1706,N6712_3G_OAM_1_CR-20210317-00140,1706
LAGN0000CICU001,Bundle-Ether1002.3280,N6712_3G_SYNC_1_CR-20210317-00140,3280
LAGN0000CICU001,Bundle-Ether1002.3400,N6712_LTE_OAM_1_CR-20210317-00140,3400
LAGN0000CICU001,Bundle-Ether1002.3420,N6712_LTE_S1_1_CR-20210317-00140,3420
LAGN0000CICU001,Bundle-Ether1002.3480,N6712_LTE_SYNC_1_CR-20210317-00140,3480
LAGN0000CICU001,Bundle-Ether1002.4081,Robinsons Ilocos_LAGHUDE004,4081
LAGN0000CICU001,Bundle-Ether10010.1001,IPR30800_FTTH_NMS_VINFEOL001_FTTH_NMS,1001
LAGN0000CICU001,Bundle-Ether10010.1026,IPR30076_IPTV_VINFEOL001_IPTV_MULTICAST,1026
LAGN0000CICU001,TenGigE0/0/1/2.4081,"PID1-1A8TB8B_PLANET CABLE, INC._LAGHUDE033",4081
LIPS1300CICU001,Bundle-Ether1001.102,PID1-192M3KE_TELETECH CUSTOMER CARE MANAGEMENT PHILS. INC._METRO E-LINE_200M,102
LIPS1300CICU001,Bundle-Ether1001.4081,ECSA-GA_PID1-10GWT2K_TELSTRA PHILIPPINES INC.-GA_LIPHUDE003,4081
LIPS1300CICU001,Bundle-Ether5001.501,LIPFEAG002 NMS,501
LIPS1300CICU001,Bundle-Ether5001.510,LIPFEAG002 Signaling,510
LIPS1300CICU001,Bundle-Ether5001.515,LIPFEAG002 RTP,515
LIPS1300CICU001,Bundle-Ether5001.1026,LIPFEAG002 VDSL IPTV Multicast,1026
LIPS1300CICU001,Bundle-Ether5002.501,LIPFEAG003 NMS,501
LIPS1300CICU001,Bundle-Ether5002.510,LIPFEAG003 Signaling,510
LIPS1300CICU001,Bundle-Ether5002.515,LIPFEAG003 RTP,515
LIPS1300CICU001,Bundle-Ether5002.1026,LIPFEAG003 VDSL IPTV Multicast,1026
LIPS1300CICU001,Bundle-Ether5003.501,LIPFEAG004 NMS,501
LIPS1300CICU001,Bundle-Ether5003.510,LIPFEAG004 Signaling,510
LIPS1300CICU001,Bundle-Ether5003.515,LIPFEAG004 RTP,515
LIPS1300CICU001,Bundle-Ether5003.1026,LIPFEAG004 VDSL IPTV Multicast,1026
LIPS1300CICU001,Bundle-Ether5003.1701,BINGO_PID_101423328,1701
LIPS1300CICU001,Bundle-Ether5003.1702,PID_258444,1702
LIPS1300CICU001,Bundle-Ether5003.1703,PID_243300,1703
LIPS1300CICU001,Bundle-Ether5003.1705,PID_284220,1705
LIPS1300CICU001,Bundle-Ether5003.1706,PID_1-12IZQNJ,1706
LIPS1300CICU001,Bundle-Ether5003.1707,PID_319663,1707
LIPS1300CICU001,Bundle-Ether5003.1708,PID_339601,1708
LIPS1300CICU001,Bundle-Ether5003.1709,PID_324247,1709
LIPS1300CICU001,Bundle-Ether5003.1710,BDO_PID_1-QGE0Z5,1710
LIPS1300CICU001,Bundle-Ether5003.1711,PID_101559165,1711
LIPS1300CICU001,Bundle-Ether5003.1712,PID_100341948,1712
LIPS1300CICU001,Bundle-Ether5003.1713,METBANK_PID_100579960_,1713
LIPS1300CICU001,Bundle-Ether5003.1714,PSBANK_PID_100805235_,1714
LIPS1300CICU001,Bundle-Ether5003.1715,RUSTANS_PID_101319512,1715
LIPS1300CICU001,Bundle-Ether5003.1716,STORE_PID_101358453,1716
LIPS1300CICU001,Bundle-Ether5003.1717,SECBANK_PID_1-RRF3QM,1717
LIPS1300CICU001,Bundle-Ether5003.1718,BPI03_PID_1-WNFZUW,1718
LIPS1300CICU001,Bundle-Ether5003.1720,SECBANK_PID_1-10HDTEI,1720
LIPS1300CICU001,Bundle-Ether5003.1721,GOLDLCS_PID_1-106R9M6,1721
LIPS1300CICU001,Bundle-Ether5003.1722,MAXGINC_PID_1-14QWRHB,1722
LIPS1300CICU001,Bundle-Ether5004.501,LIPFEAG012 NMS,501
LIPS1300CICU001,Bundle-Ether5004.510,LIPFEAG012 Signaling,510
LIPS1300CICU001,Bundle-Ether5004.515,LIPFEAG012 RTP,515
LIPS1300CICU001,Bundle-Ether5004.602,PHILIPPINE BUSINESS BANK_PID1-VO9HLX_SHOPS.WORK_1M,602
LIPS1300CICU001,Bundle-Ether5004.1026,LIPFEAG012 VDSL IPTV Multicast,1026
LIPS1300CICU001,Bundle-Ether10001.1026,LIPHUOL001 FTTH Multicast,1026
LIPS1300CICU001,Bundle-Ether10001.1103,PID474864_Advancekonek Enterprise_IPVPN_2M,1103
